City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bengaluru,29/01/2017,6.8,60.0,8.7,40.0,0.0,6.1,6.6,4.2,17.6,1.3,0.9,0.0,214.0,Poor
Bengaluru,30/01/2017,31.8,84.0,10.4,40.9,0.0,24.8,7.5,4.5,34.4,1.7,1.8,0.0,230.0,Poor
Bengaluru,31/01/2017,37.8,81.5,6.9,40.6,0.0,24.8,1.6,7.8,47.1,1.4,2.2,0.0,97.0,Satisfactory
Bengaluru,01/02/2017,27.4,81.8,8.1,43.9,0.0,23.8,1.9,8.6,39.5,1.5,1.8,0.0,101.0,Moderate
Bengaluru,02/02/2017,49.4,82.8,8.7,58.2,0.0,22.3,6.3,5.2,72.5,1.3,1.7,0.0,94.0,Satisfactory
Bengaluru,03/02/2017,32.2,93.4,5.8,43.4,0.0,22.3,15.9,3.4,50.4,2.6,1.8,0.0,207.0,Poor
Bengaluru,04/02/2017,32.1,82.9,1.5,19.2,0.0,22.4,14.9,3.3,60.8,2.0,1.4,0.0,270.0,Poor
Bengaluru,05/02/2017,29.9,98.6,1.6,19.9,0.0,20.5,11.7,2.9,58.6,2.5,1.6,0.0,269.0,Poor
Bengaluru,06/02/2017,32.7,117.9,8.0,45.2,0.0,21.4,15.2,4.7,60.3,3.0,2.2,0.0,273.0,Poor
Bengaluru,07/02/2017,43.1,102.6,10.8,64.2,0.0,20.7,12.5,6.6,65.6,4.9,2.2,0.0,238.0,Poor
Bengaluru,08/02/2017,41.9,91.2,6.8,45.3,0.0,20.2,9.0,7.2,64.6,4.0,5.1,0.0,200.0,Moderate
Bengaluru,09/02/2017,38.0,103.8,6.8,45.5,0.0,21.7,0.6,6.2,12.3,3.6,5.0,0.0,69.0,Satisfactory
Bengaluru,10/02/2017,36.1,102.5,6.3,41.6,0.0,21.0,0.7,7.4,14.0,3.6,3.6,0.0,77.0,Satisfactory
Bengaluru,11/02/2017,29.5,93.7,8.7,51.5,0.0,21.4,1.0,5.6,41.9,2.3,2.6,0.0,109.0,Moderate
Bengaluru,12/02/2017,27.6,81.9,10.4,57.5,0.0,22.8,0.7,5.8,43.5,3.8,4.1,0.0,80.0,Satisfactory
Bengaluru,13/02/2017,31.0,71.6,9.5,44.3,0.0,23.1,0.5,5.4,18.0,0.0,0.0,0.0,59.0,Satisfactory
Bengaluru,14/02/2017,34.9,71.2,8.0,49.0,0.0,28.1,0.9,5.9,8.6,0.0,0.0,0.0,71.0,Satisfactory
Bengaluru,15/02/2017,40.4,78.7,11.3,65.0,0.0,24.7,1.1,8.6,8.3,0.0,0.0,0.0,83.0,Satisfactory
Bengaluru,16/02/2017,34.8,86.6,11.7,70.5,0.0,23.6,1.2,7.7,7.5,0.0,0.0,0.0,83.0,Satisfactory
Bengaluru,17/02/2017,48.0,114.3,9.4,70.9,0.0,22.8,1.4,10.3,9.7,0.0,0.0,0.0,95.0,Satisfactory
Bengaluru,18/02/2017,47.6,99.6,12.8,80.2,0.0,23.0,1.1,9.2,17.5,0.0,0.0,0.0,96.0,Satisfactory
Bengaluru,19/02/2017,41.4,108.4,17.3,102.8,0.0,22.5,1.1,8.6,9.8,0.0,0.0,0.0,92.0,Satisfactory
Bengaluru,20/02/2017,53.8,115.9,21.4,95.1,0.0,22.2,1.1,10.8,4.6,0.0,0.0,0.0,90.0,Satisfactory
Bengaluru,21/02/2017,52.9,122.8,17.5,75.1,0.0,21.9,0.9,9.3,9.7,0.0,1.0,0.0,104.0,Moderate
Bengaluru,22/02/2017,42.1,116.8,9.9,51.9,0.0,21.7,1.1,17.0,66.0,4.2,4.4,0.0,106.0,Moderate
Bengaluru,23/02/2017,44.1,107.5,13.2,49.8,0.0,22.2,0.4,9.2,45.3,5.6,4.0,0.0,99.0,Satisfactory
Bengaluru,24/02/2017,42.7,92.9,10.1,47.2,0.0,21.9,0.4,9.0,21.9,3.5,3.1,0.0,83.0,Satisfactory
Bengaluru,25/02/2017,41.0,86.1,8.1,35.5,0.0,22.9,0.3,7.4,19.6,3.3,2.8,0.0,75.0,Satisfactory
Bengaluru,26/02/2017,35.7,90.7,7.4,32.4,0.0,24.0,0.4,7.7,34.8,1.7,1.9,0.0,73.0,Satisfactory
Bengaluru,27/02/2017,37.6,85.6,8.7,39.0,0.0,22.9,0.5,7.0,25.6,1.7,1.7,0.0,70.0,Satisfactory
Bengaluru,28/02/2017,31.2,87.3,8.9,43.1,0.0,23.0,0.5,6.8,27.1,2.2,1.9,0.0,71.0,Satisfactory
Bengaluru,01/03/2017,40.0,98.3,29.0,72.8,0.0,107.5,0.4,6.8,32.9,2.4,1.7,0.0,71.0,Satisfactory
Bengaluru,02/03/2017,36.4,85.6,14.3,51.2,0.0,24.2,0.4,6.5,23.0,4.5,1.8,0.0,75.0,Satisfactory
Bengaluru,03/03/2017,29.9,90.0,8.1,40.7,0.0,26.2,1.0,6.4,22.6,2.3,2.1,0.0,104.0,Moderate
Bengaluru,04/03/2017,28.4,75.2,11.6,41.4,0.0,26.5,0.5,8.2,13.8,1.4,1.6,0.0,57.0,Satisfactory
Bengaluru,05/03/2017,23.2,78.2,6.0,25.6,0.0,28.0,0.4,7.1,20.8,1.7,1.7,0.0,59.0,Satisfactory
Bengaluru,06/03/2017,26.7,74.2,6.5,29.1,0.0,31.0,0.4,6.6,19.8,1.5,1.7,0.0,54.0,Satisfactory
Bengaluru,07/03/2017,27.9,82.0,9.8,38.6,0.0,34.1,0.4,5.4,25.6,1.4,1.5,0.0,59.0,Satisfactory
Bengaluru,08/03/2017,31.8,84.8,9.5,41.9,0.0,30.1,0.8,8.9,29.6,2.3,2.4,0.0,102.0,Moderate
Bengaluru,09/03/2017,32.5,98.4,7.5,38.8,0.0,35.1,0.4,6.8,16.1,2.3,2.5,0.0,72.0,Satisfactory
Bengaluru,10/03/2017,29.4,71.8,5.6,22.5,0.0,42.5,0.2,5.5,29.4,1.7,1.4,0.0,66.0,Satisfactory
Bengaluru,11/03/2017,28.9,76.7,6.8,25.8,0.0,28.2,0.2,5.6,26.6,2.1,1.7,0.0,56.0,Satisfactory
Bengaluru,12/03/2017,27.1,65.2,7.5,28.2,0.0,26.1,0.1,5.5,30.1,2.3,2.3,0.0,66.0,Satisfactory
Bengaluru,13/03/2017,42.6,98.5,6.5,26.9,0.0,30.6,0.3,6.4,19.9,2.1,1.7,0.0,55.0,Satisfactory
Bengaluru,14/03/2017,21.9,70.5,7.7,25.2,0.0,34.3,0.5,3.9,11.1,1.0,1.2,0.0,69.0,Satisfactory
Bengaluru,15/03/2017,18.0,66.2,8.0,23.8,0.0,33.5,0.3,4.6,8.9,0.9,0.9,0.0,44.0,Good
Bengaluru,16/03/2017,27.6,63.8,11.3,23.7,0.0,27.0,0.2,4.8,28.9,1.0,1.4,0.0,54.0,Satisfactory
Bengaluru,17/03/2017,39.3,107.2,6.3,30.5,0.0,27.4,0.2,4.1,47.7,3.0,3.5,0.0,98.0,Satisfactory
Bengaluru,18/03/2017,32.3,87.6,7.0,30.8,0.0,26.0,0.8,7.6,66.6,2.0,2.2,0.0,99.0,Satisfactory
Bengaluru,19/03/2017,32.3,81.7,5.0,21.1,0.0,25.7,0.2,5.3,57.3,2.2,2.6,0.0,95.0,Satisfactory
Bengaluru,20/03/2017,38.7,105.2,6.3,29.1,0.0,26.8,0.3,4.5,60.2,2.2,2.0,0.0,87.0,Satisfactory
Bengaluru,21/03/2017,36.4,95.6,6.8,30.8,0.0,26.5,0.5,5.5,42.5,2.0,1.8,0.0,83.0,Satisfactory
Bengaluru,22/03/2017,44.0,105.8,6.5,32.3,0.0,24.0,0.6,6.9,36.2,2.4,4.9,0.0,74.0,Satisfactory
Bengaluru,23/03/2017,44.3,102.0,8.7,41.3,0.0,24.1,0.7,8.3,42.2,2.4,2.6,0.0,89.0,Satisfactory
Bengaluru,24/03/2017,67.8,107.4,7.4,39.5,0.0,20.3,0.5,7.1,43.9,2.8,2.2,0.0,140.0,Moderate
Bengaluru,25/03/2017,47.5,114.1,11.8,40.1,0.0,20.8,0.6,9.4,52.4,4.7,2.8,0.0,104.0,Moderate
Bengaluru,26/03/2017,53.6,116.4,7.4,35.3,0.0,22.3,0.3,12.8,68.3,1.6,1.7,0.0,99.0,Satisfactory
Bengaluru,27/03/2017,40.4,114.1,5.6,27.2,0.0,22.0,0.1,3.6,45.8,2.6,2.1,0.0,90.0,Satisfactory
Bengaluru,28/03/2017,55.9,105.8,4.7,30.4,0.0,25.2,0.2,4.8,40.7,3.4,2.8,0.0,82.0,Satisfactory
Bengaluru,29/03/2017,41.8,89.1,2.7,23.8,0.0,28.8,0.3,3.3,52.9,2.5,2.0,0.0,112.0,Moderate
Bengaluru,30/03/2017,46.8,69.7,3.3,27.7,0.0,25.7,0.1,2.5,47.3,2.2,2.4,0.0,90.0,Satisfactory
Bengaluru,31/03/2017,55.9,94.2,5.1,37.8,0.0,22.4,0.3,2.5,53.4,3.0,2.9,0.0,112.0,Moderate
Bengaluru,01/04/2017,51.6,108.4,5.6,37.8,0.0,24.0,0.5,2.8,61.7,3.8,3.0,0.0,124.0,Moderate
Bengaluru,02/04/2017,32.6,104.6,5.3,30.5,0.0,28.5,0.5,2.6,66.3,1.9,1.6,0.0,113.0,Moderate
Bengaluru,03/04/2017,39.4,106.1,9.8,41.2,0.0,26.8,0.7,2.8,68.4,2.0,1.4,0.0,117.0,Moderate
Bengaluru,04/04/2017,36.8,99.3,3.6,25.8,0.0,25.7,0.5,2.3,72.5,2.6,2.1,0.0,120.0,Moderate
Bengaluru,05/04/2017,29.5,78.3,3.7,20.8,0.0,27.3,0.4,2.0,69.1,1.8,1.6,0.0,94.0,Satisfactory
Bengaluru,06/04/2017,29.5,92.5,6.2,19.8,0.0,27.9,0.3,2.3,66.8,2.1,1.9,0.0,110.0,Moderate
Bengaluru,07/04/2017,31.1,79.9,5.3,24.6,0.0,28.0,0.5,2.6,68.4,3.0,2.2,0.0,94.0,Satisfactory
Bengaluru,08/04/2017,36.7,103.5,7.3,34.4,0.0,26.7,0.7,2.8,45.0,3.2,2.8,0.0,82.0,Satisfactory
Bengaluru,09/04/2017,29.3,89.1,7.1,28.3,0.0,25.8,0.5,2.5,38.0,1.8,1.7,0.1,75.0,Satisfactory
Bengaluru,10/04/2017,43.0,90.6,8.3,34.6,0.0,29.6,0.7,3.0,60.0,1.9,1.4,0.0,99.0,Satisfactory
Bengaluru,11/04/2017,31.2,92.2,7.2,34.1,0.0,28.1,0.4,2.4,60.0,2.4,1.7,0.0,99.0,Satisfactory
Bengaluru,12/04/2017,50.8,85.0,6.4,27.2,0.0,2.9,0.6,9.9,17.8,4.1,2.4,0.0,78.0,Satisfactory
Bengaluru,13/04/2017,50.5,105.3,7.1,37.6,0.0,24.7,0.6,4.3,75.9,2.9,2.3,0.0,108.0,Moderate
Bengaluru,14/04/2017,51.3,104.4,7.0,39.6,0.0,24.1,0.6,5.0,63.3,3.6,2.0,0.0,107.0,Moderate
Bengaluru,15/04/2017,35.0,101.8,9.8,45.0,0.0,24.5,0.7,6.8,60.4,2.4,1.8,0.0,106.0,Moderate
Bengaluru,16/04/2017,29.0,102.7,5.3,32.8,0.0,3.9,0.4,8.2,66.2,2.6,1.5,0.0,105.0,Moderate
Bengaluru,17/04/2017,34.9,79.4,5.3,27.9,0.0,31.6,0.4,5.8,83.7,1.3,0.6,0.0,86.0,Satisfactory
Bengaluru,18/04/2017,38.5,66.4,4.7,24.4,0.0,28.0,0.4,5.1,91.3,2.2,2.3,0.0,77.0,Satisfactory
Bengaluru,19/04/2017,38.1,84.6,6.1,25.5,0.0,31.9,0.5,4.7,81.5,1.4,1.1,0.0,92.0,Satisfactory
Bengaluru,20/04/2017,29.8,56.3,5.4,24.8,0.0,28.9,0.4,4.7,47.2,2.5,1.4,0.0,81.0,Satisfactory
Bengaluru,21/04/2017,21.5,80.4,4.2,24.4,0.0,35.8,0.5,4.7,54.2,1.4,1.1,0.0,75.0,Satisfactory
Bengaluru,22/04/2017,25.5,62.1,4.8,22.8,0.0,30.2,0.4,4.8,24.4,1.2,1.0,0.0,64.0,Satisfactory
Bengaluru,23/04/2017,28.5,74.8,2.7,23.6,0.0,27.9,0.1,3.7,7.0,1.5,1.4,0.0,50.0,Good
Bengaluru,24/04/2017,34.8,81.9,2.6,32.6,0.0,27.5,0.0,3.5,21.3,1.9,1.4,0.0,59.0,Satisfactory
Bengaluru,25/04/2017,29.9,108.6,3.5,31.4,0.0,28.2,0.2,3.5,27.0,1.5,1.1,0.0,66.0,Satisfactory
Bengaluru,26/04/2017,34.0,110.9,4.5,42.6,0.0,27.6,0.7,3.9,48.2,1.9,1.7,0.0,92.0,Satisfactory
Bengaluru,27/04/2017,40.0,100.7,7.4,38.9,0.0,28.4,0.7,5.6,27.8,3.7,2.7,0.0,87.0,Satisfactory
Bengaluru,28/04/2017,62.1,84.0,4.7,32.8,0.0,27.3,0.5,4.4,61.7,1.5,1.4,0.0,96.0,Satisfactory
Bengaluru,29/04/2017,38.4,76.5,8.5,39.8,0.0,28.9,0.4,5.2,43.7,1.4,1.6,0.0,139.0,Moderate
Bengaluru,30/04/2017,13.3,111.3,9.6,45.3,0.0,2.9,0.5,5.0,22.8,1.6,1.4,0.0,65.0,Satisfactory
Bengaluru,01/05/2017,20.3,80.6,6.2,31.8,0.0,25.8,0.4,4.8,39.4,1.0,0.8,0.0,77.0,Satisfactory
Bengaluru,02/05/2017,24.2,78.4,8.2,41.1,0.0,26.1,0.4,4.9,24.9,0.9,0.8,0.0,60.0,Satisfactory
Bengaluru,03/05/2017,66.2,87.2,10.2,36.0,0.0,28.4,0.5,6.3,8.6,0.0,0.0,0.0,84.0,Satisfactory
Bengaluru,04/05/2017,42.2,90.1,12.0,43.4,0.0,23.0,0.5,5.5,17.4,1.6,1.6,0.0,94.0,Satisfactory
Bengaluru,05/05/2017,28.3,86.0,8.6,42.5,0.0,31.0,0.6,5.8,6.2,2.3,1.8,0.0,80.0,Satisfactory
Bengaluru,06/05/2017,40.0,92.3,7.7,37.5,0.0,31.4,0.5,5.9,16.4,1.5,1.2,0.0,89.0,Satisfactory
Bengaluru,07/05/2017,30.3,76.3,6.5,29.4,0.0,22.6,0.4,5.3,29.5,2.7,1.0,0.0,98.0,Satisfactory
Bengaluru,08/05/2017,27.7,57.6,6.7,31.2,0.0,29.1,0.4,4.2,52.6,2.3,1.1,0.0,82.0,Satisfactory
Bengaluru,09/05/2017,32.0,57.8,4.8,31.9,0.0,30.3,0.2,3.7,33.7,1.6,1.2,0.0,69.0,Satisfactory
Bengaluru,10/05/2017,23.2,74.1,4.3,32.8,0.0,31.8,0.2,2.5,25.3,0.8,0.7,0.0,41.0,Good
Bengaluru,11/05/2017,28.5,35.5,5.8,39.1,0.0,22.4,0.4,8.6,36.7,1.1,1.3,0.0,53.0,Satisfactory
Bengaluru,12/05/2017,50.6,62.1,5.9,23.2,0.0,11.6,0.5,15.4,10.9,1.0,1.5,0.0,68.0,Satisfactory
Bengaluru,13/05/2017,120.6,73.9,6.9,26.6,0.0,11.2,0.5,8.4,19.0,1.7,1.6,0.0,156.0,Moderate
Bengaluru,14/05/2017,25.2,73.5,6.3,30.6,0.0,18.0,0.5,3.6,16.8,1.4,1.3,0.0,101.0,Moderate
Bengaluru,15/05/2017,14.9,50.0,5.0,26.6,0.0,18.3,0.5,3.5,38.5,0.8,0.8,0.0,52.0,Satisfactory
Bengaluru,16/05/2017,19.1,65.8,3.8,29.5,0.0,17.7,0.4,3.8,34.5,1.5,1.3,0.0,56.0,Satisfactory
Bengaluru,17/05/2017,22.9,65.3,3.6,26.7,0.0,18.2,0.4,3.7,45.1,1.0,0.9,0.0,67.0,Satisfactory
Bengaluru,18/05/2017,36.6,59.7,4.8,27.9,0.0,15.1,0.7,3.3,13.1,1.1,1.0,0.0,70.0,Satisfactory
Bengaluru,19/05/2017,20.9,45.4,5.6,32.0,0.0,18.8,0.6,3.5,21.6,1.2,1.2,0.0,64.0,Satisfactory
Bengaluru,20/05/2017,17.4,68.8,9.5,37.8,0.0,23.8,0.4,3.5,21.9,1.4,1.2,0.0,50.0,Good
Bengaluru,21/05/2017,12.5,50.4,8.0,34.2,0.0,23.6,0.4,3.5,23.3,0.9,0.8,0.0,59.0,Satisfactory
Bengaluru,22/05/2017,16.6,69.2,8.3,33.1,0.0,23.8,0.3,3.0,13.8,1.3,1.2,0.0,44.0,Good
Bengaluru,23/05/2017,25.8,63.3,8.8,37.1,0.0,24.3,0.4,3.6,20.0,1.3,1.2,0.0,58.0,Satisfactory
Bengaluru,24/05/2017,19.6,58.3,5.7,30.3,0.0,23.8,0.3,3.8,26.7,1.3,1.4,0.0,62.0,Satisfactory
Bengaluru,25/05/2017,21.4,59.5,6.4,29.5,0.0,23.8,0.4,3.8,16.7,1.2,1.2,0.0,57.0,Satisfactory
Bengaluru,26/05/2017,24.8,69.0,6.7,26.8,0.0,23.6,0.4,3.6,11.5,0.7,0.6,0.0,66.0,Satisfactory
Bengaluru,27/05/2017,18.2,44.5,7.4,29.3,0.0,23.6,0.4,3.6,18.3,0.9,1.1,0.0,47.0,Good
Bengaluru,28/05/2017,19.8,52.3,6.5,25.4,0.0,23.5,0.3,3.7,12.1,0.6,0.6,0.0,41.0,Good
Bengaluru,29/05/2017,21.1,60.6,6.9,26.9,0.0,23.7,0.3,3.3,9.0,0.6,0.4,0.0,43.0,Good
Bengaluru,30/05/2017,23.2,56.3,4.9,25.2,0.0,23.6,0.3,3.3,9.8,0.6,0.4,0.0,46.0,Good
Bengaluru,31/05/2017,22.9,77.5,4.4,27.7,0.0,23.7,0.2,3.1,9.9,0.6,0.4,0.0,42.0,Good
Bengaluru,01/06/2017,22.8,59.6,5.3,31.6,0.0,23.8,0.7,4.6,10.1,0.7,0.6,0.0,54.0,Satisfactory
Bengaluru,02/06/2017,20.2,60.0,5.4,32.2,0.0,23.7,0.4,3.9,8.7,0.7,0.4,0.0,52.0,Satisfactory
Bengaluru,03/06/2017,21.0,56.9,7.0,33.9,0.0,23.9,0.3,3.1,8.2,0.6,0.2,0.0,42.0,Good
Bengaluru,04/06/2017,13.4,58.9,4.1,24.9,10.9,5.5,0.0,1.3,7.6,0.8,0.6,0.0,28.0,Good
Bengaluru,05/06/2017,21.8,82.9,4.9,31.2,0.0,23.8,1.0,4.2,8.4,0.9,0.8,0.0,29.0,Good
Bengaluru,06/06/2017,22.9,49.9,4.8,30.2,0.0,23.6,0.8,3.9,7.9,0.9,0.9,0.0,54.0,Satisfactory
Bengaluru,07/06/2017,22.9,32.8,7.4,27.9,0.0,23.8,0.5,4.4,10.3,0.8,0.9,0.0,47.0,Good
Bengaluru,08/06/2017,20.8,75.6,3.4,25.5,0.0,23.6,0.6,4.6,14.6,0.8,1.1,0.0,51.0,Satisfactory
Bengaluru,09/06/2017,23.6,82.2,5.3,27.8,0.0,23.8,0.6,4.6,19.1,0.9,1.0,0.0,55.0,Satisfactory
Bengaluru,10/06/2017,19.8,92.0,7.0,31.4,0.0,23.6,0.6,4.9,19.9,0.6,0.6,0.0,54.0,Satisfactory
Bengaluru,11/06/2017,16.5,77.8,7.4,31.0,0.0,23.5,0.5,4.7,19.1,0.5,0.4,0.0,51.0,Satisfactory
Bengaluru,12/06/2017,19.1,65.6,7.0,28.2,0.0,23.7,0.6,4.8,19.5,0.7,0.6,0.0,45.0,Good
Bengaluru,13/06/2017,21.6,100.6,6.0,28.6,0.0,23.7,0.8,4.3,19.7,0.7,0.6,0.0,44.0,Good
Bengaluru,14/06/2017,19.8,95.8,6.3,29.5,0.0,23.7,0.6,4.2,21.1,0.6,0.6,0.0,59.0,Satisfactory
Bengaluru,15/06/2017,24.6,112.8,8.0,31.5,0.0,23.7,0.9,4.7,20.8,0.7,0.9,0.0,76.0,Satisfactory
Bengaluru,16/06/2017,24.7,89.6,9.6,31.2,0.0,23.9,0.6,5.7,18.4,1.0,1.9,0.0,65.0,Satisfactory
Bengaluru,17/06/2017,24.2,87.2,7.2,30.5,0.0,23.9,0.6,4.4,20.1,0.9,1.9,0.0,60.0,Satisfactory
Bengaluru,18/06/2017,17.8,92.8,3.7,26.4,0.0,23.7,0.6,5.2,9.1,0.7,0.8,0.0,57.0,Satisfactory
Bengaluru,19/06/2017,16.6,85.8,4.0,25.7,0.0,23.8,0.6,4.7,10.2,1.0,1.1,0.0,50.0,Good
Bengaluru,20/06/2017,24.0,90.5,3.6,25.8,0.0,23.9,0.6,6.8,7.8,1.0,0.8,0.0,53.0,Satisfactory
Bengaluru,21/06/2017,19.6,110.4,3.1,30.5,0.0,23.9,0.6,7.4,13.0,0.8,0.8,0.0,70.0,Satisfactory
Bengaluru,22/06/2017,21.0,71.4,3.6,26.7,0.0,24.0,0.6,5.8,8.4,0.9,0.8,0.0,60.0,Satisfactory
Bengaluru,23/06/2017,24.5,38.6,9.1,30.3,0.0,23.9,0.6,7.0,13.8,0.7,0.5,0.0,54.0,Satisfactory
Bengaluru,24/06/2017,25.4,123.2,19.8,45.0,0.0,36.0,0.6,6.4,10.0,0.6,0.5,0.0,60.0,Satisfactory
Bengaluru,25/06/2017,25.2,89.7,17.6,39.3,0.0,31.7,0.6,5.7,7.8,0.6,0.5,0.0,71.0,Satisfactory
Bengaluru,26/06/2017,31.1,96.4,12.5,37.5,0.0,32.0,1.2,8.0,8.4,1.7,1.4,0.0,138.0,Moderate
Bengaluru,27/06/2017,37.6,111.8,13.6,38.9,0.0,32.0,0.8,6.6,8.4,0.5,0.4,0.0,78.0,Satisfactory
Bengaluru,28/06/2017,37.3,97.5,10.1,34.7,0.0,32.0,0.6,6.6,9.0,0.5,0.4,0.0,82.0,Satisfactory
Bengaluru,29/06/2017,36.4,78.4,12.1,31.9,0.0,32.0,0.4,6.6,9.9,0.5,0.4,0.0,76.0,Satisfactory
Bengaluru,30/06/2017,35.4,107.4,15.2,33.9,0.0,32.0,0.7,6.6,10.3,0.6,0.4,0.0,76.0,Satisfactory
Bengaluru,01/07/2017,25.3,129.6,24.3,40.0,0.0,31.8,0.7,7.1,11.3,0.7,0.4,0.0,92.0,Satisfactory
Bengaluru,02/07/2017,30.1,110.4,54.8,68.8,0.0,90.0,1.6,6.6,10.5,0.7,2.0,0.0,160.0,Moderate
Bengaluru,03/07/2017,25.8,93.5,43.5,68.3,0.0,104.9,0.7,6.2,10.2,0.8,0.5,0.0,92.0,Satisfactory
Bengaluru,04/07/2017,32.9,82.2,20.8,32.3,0.0,9.4,0.6,5.8,9.7,0.5,0.4,0.0,85.0,Satisfactory
Bengaluru,05/07/2017,34.1,87.6,18.0,30.4,0.0,2.9,0.6,4.7,9.0,0.9,0.8,0.0,93.0,Satisfactory
Bengaluru,06/07/2017,35.0,79.2,14.0,27.4,0.0,2.7,0.5,3.8,9.3,0.9,0.8,0.0,87.0,Satisfactory
Bengaluru,07/07/2017,40.1,126.7,15.4,28.0,0.0,3.9,0.6,3.9,12.4,1.0,0.8,0.0,108.0,
Bengaluru,08/07/2017,313.6,120.3,24.0,32.9,0.0,29.4,0.7,5.0,9.4,1.1,0.7,0.0,108.0,Moderate
Bengaluru,09/07/2017,35.3,109.1,17.0,31.1,0.0,32.1,0.6,5.2,9.3,0.8,0.5,0.0,112.0,Moderate
Bengaluru,10/07/2017,33.4,102.4,13.9,29.6,0.0,32.4,0.6,5.3,10.6,0.8,0.6,0.0,102.0,Moderate
Bengaluru,11/07/2017,29.4,88.2,17.2,29.5,0.0,31.0,0.6,4.1,12.4,0.7,0.6,0.0,78.0,Satisfactory
Bengaluru,12/07/2017,27.6,76.5,12.5,26.8,0.0,27.0,0.7,5.2,18.4,1.0,1.0,0.0,67.0,Satisfactory
Bengaluru,13/07/2017,29.0,95.7,16.6,30.6,0.0,27.1,1.5,4.4,24.8,0.8,0.7,0.0,74.0,Satisfactory
Bengaluru,14/07/2017,22.7,96.5,13.3,30.3,0.0,26.4,0.7,5.4,47.6,0.7,0.5,0.0,72.0,Satisfactory
Bengaluru,15/07/2017,22.4,112.3,16.2,32.4,0.0,26.9,0.6,7.9,47.1,0.7,0.6,0.0,82.0,Satisfactory
Bengaluru,16/07/2017,17.2,98.7,13.3,31.1,0.0,26.8,0.5,6.3,23.8,0.6,0.4,0.0,61.0,Satisfactory
Bengaluru,17/07/2017,21.0,110.4,11.6,30.1,0.0,26.9,0.6,4.7,44.9,0.7,0.4,0.0,68.0,Satisfactory
Bengaluru,18/07/2017,18.4,82.8,12.7,29.8,0.0,26.9,0.6,4.6,27.1,0.6,0.5,0.0,68.0,Satisfactory
Bengaluru,19/07/2017,16.4,66.6,18.8,31.8,0.0,27.0,0.7,4.7,30.2,0.6,0.5,0.0,60.0,Satisfactory
Bengaluru,20/07/2017,31.7,87.6,16.8,31.3,0.0,26.8,0.6,5.1,54.5,0.4,0.4,0.0,61.0,Satisfactory
Bengaluru,21/07/2017,21.5,104.2,15.5,31.7,0.0,26.8,1.1,5.3,42.0,0.6,1.2,0.0,111.0,Moderate
Bengaluru,22/07/2017,20.2,120.5,17.2,33.2,0.0,27.1,1.4,4.3,53.8,0.6,1.4,0.0,132.0,Moderate
Bengaluru,23/07/2017,17.3,117.8,15.6,32.4,0.0,26.8,1.1,5.6,24.4,0.5,1.1,0.0,107.0,Moderate
Bengaluru,24/07/2017,24.2,111.0,10.5,31.4,0.0,27.0,1.1,5.7,42.7,0.8,1.1,0.0,109.0,Moderate
Bengaluru,25/07/2017,28.5,99.2,11.1,30.7,0.0,27.2,1.4,5.2,50.0,0.6,3.2,0.0,164.0,Moderate
Bengaluru,26/07/2017,23.7,105.6,9.9,30.5,0.0,26.7,0.6,4.7,51.1,0.5,0.4,0.0,85.0,Satisfactory
Bengaluru,27/07/2017,24.5,95.5,11.0,31.0,0.0,27.0,0.6,5.2,55.9,0.8,0.6,0.0,83.0,Satisfactory
Bengaluru,28/07/2017,21.8,78.0,9.6,28.7,0.0,26.5,1.2,4.6,51.0,0.9,0.8,0.0,122.0,Moderate
Bengaluru,29/07/2017,27.9,88.5,9.7,29.8,0.0,27.0,1.1,4.7,56.8,0.8,1.3,0.0,119.0,Moderate
Bengaluru,30/07/2017,22.4,91.7,11.5,29.6,0.0,26.9,1.1,4.7,23.6,0.6,1.3,0.0,94.0,Satisfactory
Bengaluru,31/07/2017,27.3,90.2,8.0,28.6,0.0,26.2,0.5,5.2,45.4,0.8,0.8,0.0,89.0,Satisfactory
Bengaluru,01/08/2017,26.6,91.0,7.4,26.2,0.0,24.6,1.5,5.3,54.9,1.1,2.0,0.0,136.0,Moderate
Bengaluru,02/08/2017,20.7,91.1,13.0,26.4,0.0,24.8,1.8,5.6,41.2,0.7,0.6,0.0,130.0,Moderate
Bengaluru,03/08/2017,17.7,74.6,16.8,25.5,0.0,24.5,3.0,5.3,39.2,0.7,2.4,0.0,160.0,Moderate
Bengaluru,04/08/2017,13.7,62.1,10.5,25.6,0.0,24.2,0.6,5.9,25.8,0.8,1.0,0.0,55.0,Satisfactory
Bengaluru,05/08/2017,17.7,78.2,9.0,27.5,0.0,24.6,1.3,5.1,30.0,0.8,1.6,0.0,106.0,Moderate
Bengaluru,06/08/2017,15.2,81.7,8.5,27.3,0.0,24.5,2.4,5.3,6.1,0.6,3.4,0.0,127.0,Moderate
Bengaluru,07/08/2017,22.8,88.3,8.8,27.8,0.0,24.5,2.9,5.3,54.6,0.7,3.2,0.0,176.0,Moderate
Bengaluru,08/08/2017,21.1,99.5,8.5,27.8,0.0,24.4,2.0,5.8,48.2,0.7,2.0,0.0,143.0,Moderate
Bengaluru,09/08/2017,22.3,92.2,14.2,29.4,0.0,24.7,1.0,5.1,33.6,1.2,1.2,0.0,74.0,Satisfactory
